QAQC,VisitNo,Boat,Crew,Location,Visit Date,Station,Weather,WindWaves,WindDirection,Tide,Secchi,SurfTemp,DO,SC,pH,Turbidity,Phycocyanin,Chlorophyll,FDOM,Microcystis,SondeNo,Wetland,DataQuality,QuestionableData,SiteComments
false,1200,Chinook,RKH;BW;MS;ARF,Lindsey Slough,03/17/2016,Z_OLD_BARKER RIP RAP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 1=high slack,19,15.2,, 269, 7, 51.2, , , , 1=absent, , , , false, DO not working. The blue pool noodles fade much more slowly than the pink ones
false,1201,Chinook,RKH;MS;BW;ARF,Lindsey Slough,03/17/2016,Z_OLD_LINDSEY FAV,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 4=flood,18,15.5,, 208, 6.9, 49.6, , , , 1=absent, , , , false, One float got chewed up by something. Echhorinia is small; but very alive. One leaf pack was broken open.
false,1202,Chinook,RKH;MS;BW;ARF,Lindsey Slough,03/17/2016,Z_OLD_LINDSEY SAV,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 4=flood,20,14.9,, 269, 6.9, 49, , , , 1=absent, , , , false, SAV is deep and hard to sample effectively.
false,1203,Chinook,RKH;BW,Miner Slough,03/24/2016,Z_OLD_PROBR,1=0-33% clouds,0=Calm; glassy, , 4=flood,,14,4.5, 148, 6.6, 8.4, , , , 1=absent, , , , false, Mysid net was 25% out of the water; sample was taken on inside of island from flow coming onto the island from side channel. Took 1 Chl-a sample; Bryte Labs ID EM0316B0004
false,1204,Chinook,RKH;BW,Miner Slough,03/24/2016,Z_OLD_PROBR,1=0-33% clouds,0=Calm; glassy, , 4=flood,,14.2,4.5, 150.1, 7, 5.6, , , , 1=absent, , , , false, sample was taken on inside of island from flow coming onto the island from side channel. No zooplankton or chlorophyll samples; since tide turned at 8:50; immediately after processing the mysid sample.
false,1205,Chinook,RKH;BW,Miner Slough,03/24/2016,Z_OLD_PROBR,1=0-33% clouds,0=Calm; glassy, , 2=ebb,,13.7,6.3, 143.8, 7.2, 14.6, , , , 1=absent, , , , false, Water was flowing off island into chanel; also took 500mL chlorophyl sample; Bryte Lab ID: EM0316B0010. High slack was at 8:50
false,1600,Mudsucker,JM;DC;RK,Nurse-Denverton,07/25/2017,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,23,21.7,7.2, 3082, 7.1, 55.1, , , , 1=absent, , , , false, Crew - Jared Mauldin; Dave Contreras; Ryan Kok; Pascale Goertler
false,1601,Mudsucker,JM;DC;RK,Nurse-Denverton,07/25/2017,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,23,21.7,7.2, 3082, 7.1, 55.1, , , , 1=absent, , , , false, 
false,1602,Mudsucker,JM;DC;RK,Nurse-Denverton,07/25/2017,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,23,21.7,7.2, 3082, 7.1, 55.1, , , , 1=absent, , , , false, 
false,1603,Mudsucker,JM;DC;RK,Nurse-Denverton,07/25/2017,Z_OLD_NURSE1,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,19,21.9,6.2, 2647, 7.5, 59.2, , , , 1=absent, , , , false, 
false,1604,Mudsucker,JM;DC;RK,Grizzly Bay,07/25/2017,Z_OLD_602FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,31,22.7,8.3, 10443, 7.6, 30.6, , , , 1=absent, , , , false, 
false,1605,Mudsucker,JM;DC;RK,Grizzly Bay,07/25/2017,Z_OLD_602FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,31,22.7,8.3, 10443, 7.6, 30.6, , , , 1=absent, , , , false, 
false,1606,Mudsucker,JM;DC;RK,Grizzly Bay,07/25/2017,Z_OLD_602FRP,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,31,22.7,8.3, 10443, 7.6, 30.6, , , , 1=absent, , , , false, 
false,1607,Mudsucker,JM;DC;RK,Grizzly Bay,07/25/2017,Z_OLD_602FRP,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,31,22.7,8.3, 10443, 7.6, 30.6, , , , 1=absent, , , , false, 
false,1608,Mudsucker,MS;DC;SL,Miner Slough,07/27/2017,Z_OLD_MINER TULES,1=0-33% clouds,0=Calm; glassy, W, 2=ebb,102,22.6,5.6, 132, 6.8, 10, , , , 1=absent, , , , false, Crew - Matt Siepert; Dave Contreras; Sunny Lee
false,1609,Mudsucker,MS;DC;SL,Miner Slough,07/27/2017,Z_OLD_MINSLO3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,22.4,8.2, 126, 7.4, 6.9, , , , 1=absent, , , , false, 
false,1610,Mudsucker,DC;MS;SL,Miner Slough,07/27/2017,Z_OLD_PROBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,106,23.6,7.7, 114, 7.4, 5, , , , 1=absent, , , , false, 
false,1611,Mudsucker,MS;DC;SL,Miner Slough,07/27/2017,Z_OLD_PROBR,1=0-33% clouds,0=Calm; glassy, W, 2=ebb,106,23.6,7.7, 114, 7.4, 5, , , , 1=absent, , , , false, 
false,1612,Chinook,RKH;RK;MS;SL,Horseshoe Bend,08/07/2017,Z_OLD_DECKER BS1,1=0-33% clouds,3= wind 8-12 mph; large wavelets, SW, 4=flood,80,22.2,7.6, 162, 8.1, 13.2, , , , 1=absent, , , , false, Crew: Rosemary Hartman; Ryan Kok; Matt Siepert; Sunny Lee
false,1613,Chinook,RKH;RK;SL;MS,Horseshoe Bend,08/07/2017,Z_OLD_DECKER BS2,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,86,23.1,8.7, 175, 8, 9.8, , , , 1=absent, , , , false, A boat was parked at the normal seine site; so site was moved north.
false,1614,Chinook,RKH;RK;MS;SL,Horseshoe Bend,08/07/2017,Z_OLD_DECKER BS3,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,86,23,9.8, 228, 8.5, 9.8, , , , 1=absent, , , , false, 
false,1615,Chinook,MS;RK;RKH;SL,Miner Slough,08/07/2017,Z_OLD_MINER TULES,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,128,22.3,3.5, 107, 7.3, 4.8, , , , 1=absent, , , , false, 
false,1616,Chinook,RKH;RK;SL;MS,Miner Slough,08/07/2017,Z_OLD_PROBR,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,128,22.2,2.7, 108, 7.3, 4.8, , , , 1=absent, , , , false, 
false,1617,Chinook,RKH;RK;SL;MS,Miner Slough,08/07/2017,Z_OLD_MINSLO2,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,90,22.3,8.4, 114, 7.6, 8.8, , , , 1=absent, , , , false, 
false,1618,Chinook,RKH;SL;RK;MS,Miner Slough,08/07/2017,Z_OLD_MINER TULES,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 3=low slack,102,22.6,8.2, 125, 7.7, 36.6, , , , 1=absent, , , , false, 
false,1619,Mudsucker,JM;DC;SL,Nurse-Denverton,08/08/2017,Z_OLD_609 FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, W, 2=ebb,23,20.2,7.3, 4816, 6.4, 44.3, , , , 1=absent, , , , false, Crew - Jared Mauldin; Dave Contreras; Sunny Lee; Jeremiah Bautista
false,1620,Mudsucker,JM;DC;SL,Nurse-Denverton,08/08/2017,Z_OLD_609 FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, W, 2=ebb,23,20.2,7.3, 4816, 6.4, 44.3, , , , 1=absent, , , , false, 
false,1621,Mudsucker,DC;JM;SL,Nurse-Denverton,08/08/2017,Z_OLD_609 FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, W, 2=ebb,23,20.2,7.3, 4816, 6.4, 44.3, , , , 1=absent, , , , false, 
false,1622,Mudsucker,JM;DC;SL,Nurse-Denverton,08/08/2017,Z_OLD_NURSE1,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,29,21.1,7.3, 4213, 7.3, 54.7, , , , 1=absent, , , , false, 
false,1623,Mudsucker,JM;DC;SL,Grizzly Bay,08/08/2017,Z_OLD_602FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, W, 2=ebb,8,20,8.8, 11289, 7.8, 166.8, , , , 1=absent, , , , false, 
false,1624,Mudsucker,JM;DC;SL,Grizzly Bay,08/08/2017,Z_OLD_602FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, W, 2=ebb,8,20,8.8, 11289, 7.8, 166.8, , , , 1=absent, , , , false, 
false,1625,Mudsucker,JM;DC;SL,Grizzly Bay,08/08/2017,Z_OLD_602FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, W, 2=ebb,8,20,8.8, 11289, 7.8, 166.8, , , , 1=absent, , , , false, 
false,1626,Mudsucker,JM;DC;SL,Grizzly Bay,08/08/2017,Z_OLD_602FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, W, 2=ebb,8,20,8.8, 11289, 7.8, 166.8, , , , 1=absent, , , , false, 
false,1627,Mudsucker,MS;DC,z_old_Confluence,08/09/2017,Z_OLD_801 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,49,21.3,7.6, 2976, 7.3, 21, , , , 1=absent, , , , false, 
false,1628,Mudsucker,MS;DC,z_old_Confluence,08/09/2017,Z_OLD_801 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,49,21.3,7.6, 2976, 7.3, 21, , , , 1=absent, , , , false, 
false,1629,Mudsucker,MS;DC,z_old_Confluence,08/09/2017,Z_OLD_801 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,49,21.3,7.6, 2976, 7.3, 21, , , , 1=absent, , , , false, 
false,1630,Mudsucker,MS;DC,z_old_Confluence,08/09/2017,Z_OLD_801 FRP,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,49,21.3,7.6, 2976, 7.3, 21, , , , 1=absent, , , , false, 
true,1631,Airboat,MA;DC;DE;KR;JM;MMS;MS,Prospect Island,04/04/2019,Z_OLD_SOPRO2,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,110,16.6,8.6, 176, 8.2, 3, 0.34, 0.7, 10.6, 1=absent, 1, , , false, Veg comp: LUDWIG 40%; CERDEM 20%; MYRSPI 20%; ELODIA 20%; open water unrecorded  Mysid tow 5 minutes due to lots of veg; mysid flowmeter no spinning properly; Neuston tow 11:49-11:54  Sonde 1
false,1632,Mudsucker,DC,Horseshoe Bend,10/08/2018,Z_OLD_DECKER BS2,1=0-33% clouds,0=Calm; glassy, NW, 3=low slack,120,18.9,8.9, 1046, 6.7, 12, 0, , 0, 2=low, , , , false, 
true,1633,Mudsucker,DC;DE;GU;KR;MMS,Lookout Slough,04/03/2019,Z_OLD_LOOKOUTSOUTHPOND,3=66-100% clouds,0=Calm; glassy, NW, 5=NA,,17.9,9.2, 749, 8.3, 2.5, 0.29, 0.8, 41.8, 1=absent, 2, , , false, Guest: BA = Bayan Amhed; PC is negative
false,1634,Kvichak,DC;KG;KR,Grizzly Bay,04/25/2019,Z_OLD_GRIZ_UNK,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,18,21.5,9.1, 310, 8.6, 66.5, 0.5, 1.9, 6.3, 1=absent, , , , false, Station: GrizzlyBay2  MAC end: 38.12149 121.99565  PG composition: 90% clay; 10% silt
false,1635,Kvichak,DC,Browns Island,12/07/2018,Z_OLD_520 FRP,1=0-33% clouds,0=Calm; glassy, NE, 4=flood,72,11.6,9.5, 5580, 7.6, 11, 0, , 0, 1=absent, , , , false, 
false,1636,Mudsucker,DC;DE;KR;MMS,Decker Island,04/04/2019,Z_OLD_DECK_UNK,2=33-66% clouds,0=Calm; glassy, NA, 2=ebb,67,14.1,9.5, 165, 7.9, 13.1, , 0.4, 9.1, 1=absent, 2, , , false, Sonde 2  PC -0.25  Veg comp: open water 100% no vegetation  PHY3-DI-04APR2020 38.08766 121.70912
true,1637,Mudsucker,DE;GU;KR,Nurse-Denverton,03/27/2019,Z_OLD_609 FRP,2=33-66% clouds,2= wind 4-7 mph; small wavelets, , 1=high slack,38,14.9,8.7, 723, 7.7, 23.6, , 0.8, 16.1, 1=absent, 2, , , false, AR - Andy R.; DV - Devin V; PC -0.18
true,1638,Mudsucker,DC,Liberty Island,11/08/2018,Z_OLD_723 FRP,1=0-33% clouds,4= wind 13-18 mph; small waves, N, 4=flood,50,14.8,9.3, 179, 7.7, 40, , 1.8, 6.12, 1=absent, , , , false, PC: -0.61 fDOM: 6.120
true,1639,Mudsucker,MA;DC;GU;MMS,Browns Island,04/15/2019,Z_OLD_BROWNSPOND,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,61,15.1,9.2, 361, 6.6, 15.9, , , , 1=absent, , , , false, 
false,1640,Other,RKH,Horseshoe Bend,12/10/2018,Z_OLD_DECKER BS2,5=fog,0=Calm; glassy, , 2=ebb,,11.2,9.3, 460, 7.7, 9.7, -0.56, 1.4, 17, 1=absent, , , , false, 
true,1641,Mudsucker,DC;GU;KR;MMS,Yolo Bypass,02/26/2019,Z_OLD_STAIRSTEPS2,4=rain,1=wind 1-3 mph; scaley ripples, S, 2=ebb,19,10,8.9, 319, , 66.4, , , , 1=absent, , , , false, No location or station listed on scanned datasheet
true,1642,Other,DE;GU;RK,Tule Red,03/19/2019,Z_OLD_TR7,2=33-66% clouds,0=Calm; glassy, NA, ,,14.6,8.7, 3004, 7.5, 34.9, 0.19, 14.6, 26.5, 1=absent, , , , false, 20- 10 meter tows for a total distance of 200 meters.
true,1643,Mudsucker,,Browns Island,12/14/2018,Z_OLD_BROW_UNK,3=66-100% clouds,0=Calm; glassy, , 2=ebb,124,10.6,8.4, 6241, 7.5, 8.2, 0.61, 1.5, 13.52, 1=absent, , , , false, 
false,1644,Other,TM;DC,Chipps Island,05/21/2014,Z_OLD_CHIPPS NORTH,,, , ,,,, , , , , , , , , , , false, 
true,1645,Kvichak,,Lookout Slough,04/10/2019,Z_OLD_LOOKOUTVOGELOUTSIDE,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NE, 2=ebb,121,16.3,7.1, 482, 7.8, 4.1, -0.13, 1.6, 29.9, 1=absent, , , , false, 
true,1646,Kvichak,DC;GU;MMS,Stacys Island,02/27/2019,Z_OLD_STACYS,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SE, 4=flood,48,9.6,11.9, 172, 7.4, 19.8, , , , 1=absent, , , , false, Location: San Joaquin River; no station listed
true,1647,Mudsucker,DC;GU;KR;MMS,Miner Slough,02/26/2019,Z_OLD_PROBR,4=rain,1=wind 1-3 mph; scaley ripples, S, 4=flood,78,10,7.6, 175, 6.7, 12.9, , , , 1=absent, , , , false, No station listed on scanned datasheet; location Miner Slough  Crew - Mandy Salminen; Dave Contreras; Katherine Russell; Annika Keeley
true,1648,Mudsucker,DE;GU;KR;MMS,Nurse-Denverton,04/08/2019,Z_OLD_609 FRP,2=33-66% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,14,18.5,8.5, 1026, 7.9, 81, 0.78, 2.1, 23.3, 1=absent, 1, , , false, Guest: MT
true,1649,Other,DE;GU;RK,Tule Red,03/19/2019,Z_OLD_TR7,3=66-100% clouds,0=Calm; glassy, NA, ,,15,8.9, 6939, 7.3, 19.1, 1.6, 14.33, 52.1, 1=absent, , , , false, 100 meter tows for all tows.
true,1650,Other,DE;GU;RK,Tule Red,03/19/2019,Z_OLD_TR5,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, NW, ,35,20.2,15.1, 6988, 8.9, 16.4, 2.71, 20.87, 46.3, 1=absent, , , , false, 100 meter tows against the current.
true,1651,Mudsucker,,Peytonia-Suisun,03/14/2019,PEYT-PEYT,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NA, 1=high slack,27,12.8,, 1218, 8, 39.8, 0.98, 1.8, 41.1, 1=absent, , , , false, Sonde did not work; temp taken from lowerance; EC; pH; CHL; fdom; and PC taken from bottle of water in laboratory. DMC221003: updated Location to Peytonia-Suisun from Wings Landing
false,1652,Other,TM;DC,Chipps Island,05/21/2014,Z_OLD_CHIPPS NORTH,,, , ,,,, , , , , , , , , , , false, 
true,1653,Kvichak,DC;GU;MMS,z_old_San Joaquin,02/27/2019,Z_OLD_SAN JOAQUIN UNK,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SE, 4=flood,39,9.6,10.7, 172, 7.4, 23.5, , , , 1=absent, , , , false, Location: San Joaquin River; station not listed. Previous environmentals used
true,1654,Mudsucker,DE;JJ;KR;MMS,Wings Landing,02/22/2019,Z_OLD_BREACH 5 INSIDE,1=0-33% clouds,0=Calm; glassy, , 3=low slack,,17.4,16.3, 2519, 8.6, 30.4, 6.14, 109, 60.4, 1=absent, , , , false, Wiper cleaned; measurements probably accurate.
false,1655,Chinook,,z_old_Confluence,01/24/2019,Z_OLD_801 FRP,1=0-33% clouds,, , 4=flood,,,, , , , , , , , , , , false, 200g mass range: 197-205
true,1656,Kvichak,DC;DE;GU;KR,Ryer Island,04/11/2019,Z_OLD_RYERCHANNEL,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,70,15.3,8.7, 344, 7.7, 12.9, , 0.6, 9.5, 1=absent, 2, , , false, First 2.5 minutes of mysid trawl was not perpendicular to flow of water.  PC read -0.25  VEg comp: TYPNAR 10%; PHRAUS 60%; SCHSPP 30%; open water unrecorded  First 2.5 minutes of mysid trawl was not perpendicular to flow of water
true,1657,Mudsucker,RKH;MS,Wings Landing,02/28/2019,Z_OLD_BREACH 1 OUTSIDE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,10,13,8.4, 539, 7.6, 160, 0.73, 7.3, 22.8, 1=absent, , , , false, 
true,1658,SeaArk,DE;RK;MMS;MS,Decker Island,03/18/2019,Z_OLD_DECKER CHANNEL,1=0-33% clouds,0=Calm; glassy, NA, 2=ebb,50,14.5,9.7, 174, 7.7, 12.4, , 0.59, 8.5, 1=absent, , , , false, PC -0.28
false,2083,Mudsucker,RKH;SS;DC,Miner Slough,10/09/2018,Z_OLD_MINSLO3,1=0-33% clouds,0=Calm; glassy, , 2=ebb,,17.9,10.4, 168, 7.5, 3.2, , 1.5, , 1=absent, , , , false, Secchi greater than 2 m
true,2084,Mudsucker,RKH;DC;SS,Liberty Island,10/09/2018,Z_OLD_SWLIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,136,18.3,10.7, 175, 7.4, 2.8, , 1.8, , 1=absent, , , , false, Right near USGS bouy in the liberty breach. Lots of POTCRI and STUPEC in water
true,2085,Other,RKH;DC;SS,z_old_Cache Slough,10/09/2018,Z_OLD_CA3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,136,18.3,9.4, 168, 7.3, 3.5, , 2.4, , 1=absent, , , , false, On Cache slough; just outside Liberty breach
true,2086,Mudsucker,RKH;DC;SS,Liberty Island,10/09/2018,Z_OLD_SWLIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,,18.5,10.9, 174, 7.8, 1, , 2.1, , 1=absent, , , , false, Lots of SAV; could not get as far north in the island as we wanted. POTCRI; American pondweed; sago
false,2087,Mudsucker,DC,Ryer Island,10/03/2018,Z_OLD_501 FRP,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 4=flood,62,19.4,7.8, 18826, 6.8, 15, , , , 1=absent, , , , false, Crew - Dave Contreras; Daniel Ellis; Katherine Russell; Patrick Samuel (guest)
false,2088,Mudsucker,DC,Grizzly Bay,10/04/2018,Z_OLD_602FRP,2=33-66% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,56,19.3,8.7, 15132, 7.6, 14.5, , 3, , 1=absent, , , , false, Crew - Dave Contreras; Daniel Ellis; Jessica Jimenez
false,2089,Mudsucker,DC,Horseshoe Bend,10/08/2018,Z_OLD_DECKER BS1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,110,17.7,8.2, 393, 6.1, 14.1, , , , 1=absent, , , , false, Crew - Dave Contreras; Daniel Ellis; Michelle Avila
true,2090,Other,RKH;DC,Prospect Island,10/23/2018,Z_OLD_SOPRO2,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,,14.2,7.6, 179, 7.5, 1.6, , 1.7, , 1=absent, , , , false, Using the new Exo; PC = -0.69; FDOM = 17.3
true,2091,Other,RKH;MS,Grizzly Bay,10/18/2018,Z_OLD_602FRP,1=0-33% clouds,0=Calm; glassy, , 1=high slack,69,17.6,10.3, 15766, 7.8, 9.1, , 3, , 1=absent, , , , false, Matt Siepert was driving for us!
true,2092,Mudsucker,RKH;MS,Wings Landing,10/18/2018,Z_OLD_WINGS BROOD POND,1=0-33% clouds,0=Calm; glassy, , 2=ebb,,15.8,6.5, 12614, 7.3, 7.8, , 10.8, , 1=absent, , , , false, In the brood pond
false,2093,Mudsucker,DC,z_old_Confluence,09/07/2018,Z_OLD_801 FRP,1=0-33% clouds,, , 2=ebb,,20.3,9.2, 3510, 7.9, 11.1, , , , 2=low, , , , false, Immediately inside water control structure; surrounded by Ludwigia
false,2094,Mudsucker,DC,z_old_Confluence,09/07/2018,Z_OLD_801 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,104,20.6,9.4, 4483, 8, 8.8, , , , 2=low, , , , false, At southern breach (flooding at the time).
false,2095,Mudsucker,DC,z_old_Confluence,10/04/2018,Z_OLD_801 FRP,2=33-66% clouds,2= wind 4-7 mph; small wavelets, NW, 1=high slack,87,19.7,11, 6444, 7.7, 8.5, , 2.1, , 1=absent, , , , false, SS River "breach"
false,2096,Mudsucker,DC,z_old_Confluence,10/04/2018,Z_OLD_801 FRP,2=33-66% clouds,2= wind 4-7 mph; small wavelets, NW, 4=flood,,19.8,11.7, 7654, 7.7, 12.1, , 2.6, , 1=absent, , , , false, At the norhtern water control structure inside. This was used for the duplicate.
false,2097,Mudsucker,RKH;DC;SS,Miner Slough,10/09/2018,Z_OLD_MINER TULES,1=0-33% clouds,0=Calm; glassy, NW, 2=ebb,146,18,10.1, 176, 8.2, 5.3, , 2, , , , , , false, 
false,2098,Other,DC,Horseshoe Bend,10/12/2018,Z_OLD_HORSEBEND1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,92,18.2,10.5, 930, 7.5, 6.9, , 2.9, , 2=low, , , , false, 
false,2099,Other,DC,Decker Island,10/12/2018,Z_OLD_DECKER BREACH,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,123,17.6,9.9, 791, 8, 4, , 2.3, , 2=low, , , , false, sample collected as clost to breach as possible
true,2100,Other,DC,Winter Island,10/12/2018,WINT-UNK,1=0-33% clouds,, , 2=ebb,,,, , , , , , , 1=absent, , , , false, Ludwigia on interior had been sprayed by DBW. Nearly all of interior was clear except for a few ponds. Where sprayed there was lots of dead ludwigia ~6 inches below the water surface. This was like a canopy. In one spot; in 9 ft of water; this canopy was above.
true,2101,Mudsucker,DC;MS,Ryer Island,11/01/2018,Z_OLD_501 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,64,17.2,8.1, 21146, 7.6, 16.7, , 3, , 1=absent, , , , false, FDOM: 6.91
true,2102,Mudsucker,DC;MS,z_old_Suisun,11/01/2018,Z_OLD_RYER3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,61,17.5,8, 15578, 7.5, 17.5, , 2.6, , 1=absent, , , , false, FDOM: 6.635; 1 MISSIL at 20mm; Ryer Inside
true,2103,Mudsucker,DC;MS,z_old_Suisun,11/01/2018,Z_OLD_RYER3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,63,17.8,8.1, 17650, 7.6, 13.7, , 3, , 1=absent, , , , false, FDOM: 6.886
true,2104,Mudsucker,DC;MS,Ryer Island,11/01/2018,Z_OLD_501 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,63,17.8,8.1, 17650, 7.6, 13.7, , 3, , 1=absent, , , , false, forgot FDOM; microcystis in MAC sample
true,2105,Mudsucker,DC;MS,z_old_Suisun,11/01/2018,Z_OLD_RYER1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,51,17.5,8.5, 18267, 7.7, 22.5, , 2.7, , 1=absent, , , , false, FDOM: 6.58
true,2106,Mudsucker,DC;MS,z_old_Suisun,11/01/2018,Z_OLD_RYER1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,53,17.4,8.6, 18145, 7.7, 23.4, , 3.3, , 1=absent, , , , false, FDOM: 6.678
true,2107,Mudsucker,DC;MS,z_old_Suisun,11/01/2018,Z_OLD_RYER1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,46,17.6,8.6, 18080, 7.7, 25.3, , 2.7, , 1=absent, , , , false, FDOM: 6.676
true,2108,Mudsucker,DC;MS,z_old_Suisun,11/01/2018,Z_OLD_RYER1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,43,17,7.6, 18337, 7.4, 19.2, , 3.5, , 1=absent, , , , false, FDOM: 7.816
true,2109,Mudsucker,DC;RKH,Winter Island,10/15/2018,Z_OLD_WINBR,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 4=flood,,,, , , , , , , 3=medium, , , , false, STUPEC from SR2B saved for dry-wet weighing. EGEDEN from SR5B saved for the same.
true,2110,Mudsucker,RKH;DC,Winter Island,10/15/2018,Z_OLD_WINTER 5,1=0-33% clouds,3= wind 8-12 mph; large wavelets, NW, 1=high slack,,17,13.4, 6104, 7.9, 12.8, , 6, , 3=medium, , , , false, 
true,2111,Mudsucker,RKH;DC,Winter Island,10/15/2018,Z_OLD_WINTER 2,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 1=high slack,56,16.8,13, 6657, 7.9, 14.9, , 3.2, , 3=medium, , , , false, 
true,2112,Mudsucker,RKH;DC,Winter Island,10/15/2018,Z_OLD_WINTER 2,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 1=high slack,57,16.8,13.1, 6742, 7.9, 12.9, , 2.7, , 3=medium, , , , false, 
true,2113,Mudsucker,MS,Browns Island,10/17/2018,Z_OLD_BROWNS1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 1=high slack,98,17,11.7, 7540, 7.4, 3.9, , 3.4, , 1=absent, , , , false, 
false,2114,Mudsucker,MS,Browns Island,10/17/2018,Z_OLD_BROWNS CHANNEL,1=0-33% clouds,0=Calm; glassy, , 2=ebb,85,18.3,11.8, 8550, 7.8, 5.1, , 3.1, , 1=absent, , , , false, 
false,2115,Mudsucker,MS,Browns Island,10/17/2018,Z_OLD_520 FRP,1=0-33% clouds,0=Calm; glassy, , 2=ebb,90,17.9,12.2, 9646, 7.8, 5.8, , 3.1, , 1=absent, , , , false, 
false,2116,Mudsucker,MS,Browns Island,10/17/2018,Z_OLD_BROWNS CHANNEL,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 1=high slack,98,17,11.7, 7540, 7.4, 3.9, , 3.4, , 1=absent, , , , false, 
